SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,18,492,130,602,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,38,305,137,437,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,113,78,218,185,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,294,22,390,138,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,467,185,555,317,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,591,99,700,233,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,772,111,875,243,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,623,302,727,403,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,391,393,519,509,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,209,421,346,511,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,101,633,215,760,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,282,571,414,692,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,261,761,403,869,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,449,636,557,725,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,481,785,570,925,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,109,823,234,943,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,605,677,703,816,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,592,505,704,621,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,747,495,864,580,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,802,332,930,444,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,765,648,878,762,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,633,876,749,960,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---2.png,815,793,915,920,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,31,148,151,242,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,260,104,359,209,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,149,278,264,377,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,35,438,165,552,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,17,623,119,728,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,61,810,191,913,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,216,584,326,706,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,261,770,352,884,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,423,855,503,978,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,474,645,557,779,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,264,421,358,536,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,401,271,491,383,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,500,21,594,135,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,552,192,687,303,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,720,64,802,192,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,867,174,974,298,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,716,339,794,446,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,524,455,639,513,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,636,515,746,617,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,432,500,533,595,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,588,831,696,923,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,689,681,764,808,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,844,781,927,895,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---3.png,823,477,900,604,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,82,642,149,746,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,194,406,316,482,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,425,261,537,339,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,593,105,708,190,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,240,60,322,164,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,78,69,177,129,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---5.png,33,194,148,297,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---6.png,192,23,303,158,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,515,762,612,878,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,331,923,448,993,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,829,755,910,835,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,707,391,788,507,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,787,252,892,320,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---24.png,887,549,987,684,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---25.png,74,197,184,304,albatross
SteepleJason_Hump_Nov2019_transparent_mosaic_group1---25.png,202,12,287,126,albatross
